 1,1.010696,0.00000,67371008,F,F,,HS CAN,,110,F,F,6E,A8,EC,38,41,D4,BC,F,,
 68,2.268755,0.04749,67371008,F,F,,MS CAN,,123,F,F,23,23,23,7D,40,,,,,
 69,2.278654,0.00990,67371008,F,F,,HS CAN,,110,F,F,83,4B,AF,FD,94,78,40,42,,
 70,2.337019,0.05836,67371008,F,F,,HS CAN,,110,F,F,22,0,5A,21,41,AE,69,E2,,
 71,2.343394,0.00637,67371008,F,F,,SW CAN,,240,F,F,45,34,53,67,,,,,,
 72,2.350237,0.00684,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,88,23,3,
 73,2.352978,0.00274,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,37,23,
 74,2.383882,0.03090,67371008,F,F,,MS CAN,,123,F,F,23,23,23,CA,C5,,,,,
 75,2.405917,0.02204,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,FC,BB,
 76,2.422515,0.01660,67371008,F,F,,HS CAN,,110,F,F,3F,7F,E8,A0,4F,B0,76,D5,,
 77,2.447722,0.02521,67371008,F,F,,HS CAN,,110,F,F,56,EB,11,5D,F8,94,A1,4C,,
 78,2.454098,0.00638,67371008,F,F,,SW CAN,,240,F,F,45,34,53,8A,,,,,,
 79,2.456338,0.00224,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,56,23,0,
 80,2.461011,0.00467,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,2,31,
 81,2.496891,0.03588,67371008,F,F,,MS CAN,,123,F,F,23,23,23,80,25,,,,,
 82,2.497600,0.00071,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 83,2.504094,0.00649,67371008,F,F,,HS CAN,,123,F,F,23,12,0,0,0,,,,,
 84,2.517470,0.01338,67371008,F,F,,HS CAN,,110,F,F,FD,92,26,6A,CD,7E,8F,E2,,
 85,2.582994,0.06552,67371008,F,F,,HS CAN,,110,F,F,44,D1,A2,EE,3B,72,67,E9,,
 86,2.586018,0.00302,67371008,F,F,,SW CAN,,240,F,F,45,34,53,B1,,,,,,
 87,2.590944,0.00493,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,A2,23,0,
 88,2.598019,0.00708,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,1F,7B,
 89,2.609899,0.01188,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,82,41,
 90,2.638382,0.02848,67371008,F,F,,MS CAN,,123,F,F,23,23,23,E7,9C,,,,,
 91,2.648611,0.01023,67371008,F,F,,HS CAN,,110,F,F,DC,33,5E,1,9A,77,51,22,,
 92,2.712053,0.06344,67371008,F,F,,HS CAN,,110,F,F,81,20,83,4F,F8,4,3B,3E,,
 93,2.721120,0.00907,67371008,F,F,,SW CAN,,240,F,F,45,34,53,2A,,,,,,
 94,2.736866,0.01575,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,45,23,3,
 95,2.739538,0.00267,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,B7,8C,
 96,2.791098,0.05156,67371008,F,F,,MS CAN,,123,F,F,23,23,23,63,5F,,,,,
 97,2.798861,0.00776,67371008,F,F,,HS CAN,,110,F,F,D9,CC,BC,C3,99,3,FA,A6,,
 98,2.853261,0.05440,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 99,2.862416,0.00916,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,58,17,
 100,2.864062,0.00165,67371008,F,F,,HS CAN,,110,F,F,D0,B3,55,FE,C,B4,7B,54,,
 101,2.871872,0.00781,67371008,F,F,,SW CAN,,240,F,F,45,34,53,EE,,,,,,
 102,2.874738,0.00287,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,C4,23,0,
 103,2.878699,0.00396,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,A0,3C,
 104,2.922765,0.04407,67371008,F,F,,MS CAN,,123,F,F,23,23,23,C7,D9,,,,,
 105,2.944296,0.02153,67371008,F,F,,HS CAN,,110,F,F,81,61,F0,A4,90,27,2,87,,
 106,3.008933,0.06464,67371008,F,F,,HS CAN,,110,F,F,E0,83,45,F6,2D,16,6A,30,,
 107,3.018141,0.00921,67371008,F,F,,SW CAN,,240,F,F,45,34,53,C7,,,,,,
 108,3.031171,0.01303,67371008,F,F,,J1850 VPW,,FF,40,60,3,
 109,3.035552,0.00438,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,2F,23,3,
 110,3.037726,0.00217,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,B5,7C,
 111,3.039342,0.00162,67371008,F,F,,MS CAN,,123,F,F,23,23,23,B5,14,,,,,
 112,3.040738,0.00140,67371008,F,F,,HS CAN,,123,F,F,23,12,0,0,0,,,,,
 113,3.078488,0.03775,67371008,F,F,,HS CAN,,110,F,F,17,E4,66,CC,C8,7B,DD,F6,,
 114,3.093432,0.01494,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,63,22,
 115,3.155400,0.06197,67371008,F,F,,HS CAN,,110,F,F,D5,ED,F7,8F,9A,36,9B,6F,,
 116,3.165018,0.00962,67371008,F,F,,SW CAN,,240,F,F,45,34,53,D9,,,,,,
 117,3.171414,0.00640,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,C2,23,0,
 118,3.178422,0.00701,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,1C,40,
 119,3.210109,0.03169,67371008,F,F,,MS CAN,,123,F,F,23,23,23,5F,4C,,,,,
 120,3.210227,0.00012,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 121,3.217901,0.00767,67371008,F,F,,HS CAN,,110,F,F,AE,BB,E3,AB,9,87,32,EA,,
 122,3.284659,0.06676,67371008,F,F,,HS CAN,,110,F,F,B,81,89,5C,90,A4,43,5,,
 123,3.293094,0.00844,67371008,F,F,,SW CAN,,240,F,F,45,34,53,58,,,,,,
 124,3.302698,0.00960,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,9,23,0,
 125,3.304886,0.00219,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,46,B4,
 126,3.314696,0.00981,67371008,F,F,,MS CAN,,123,F,F,23,23,23,2,54,,,,,
 127,3.361411,0.04672,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,F2,B1,
 128,3.374056,0.01264,67371008,F,F,,HS CAN,,110,F,F,D0,73,F5,20,B8,18,2F,3D,,
 129,3.432822,0.05877,67371008,F,F,,MS CAN,,123,F,F,23,23,23,4A,EB,,,,,
 130,3.449403,0.01658,67371008,F,F,,HS CAN,,110,F,F,61,DE,FA,59,DB,69,AE,86,,
 131,3.456958,0.00756,67371008,F,F,,SW CAN,,240,F,F,45,34,53,BB,,,,,,
 132,3.466083,0.00912,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,D8,23,3,
 133,3.468216,0.00213,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,D5,88,
 134,3.510390,0.04217,67371008,F,F,,HS CAN,,110,F,F,5E,57,1,BA,1B,3E,37,9A,,
 135,3.535978,0.02559,67371008,F,F,,MS CAN,,123,F,F,23,23,23,1A,87,,,,,
 136,3.539154,0.00318,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 137,3.543736,0.00458,67371008,F,F,,HS CAN,,123,F,F,23,12,0,0,0,,,,,
 138,3.570923,0.02719,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,31,F0,
 139,3.602891,0.03197,67371008,F,F,,HS CAN,,110,F,F,35,FD,24,5F,14,71,D9,4E,,
 140,3.607722,0.00483,67371008,F,F,,SW CAN,,240,F,F,45,34,53,55,,,,,,
 141,3.626752,0.01903,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,5D,23,0,
 142,3.630827,0.00408,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,C1,E8,
 143,3.636834,0.00601,67371008,F,F,,MS CAN,,123,F,F,23,23,23,AE,5F,,,,,
 144,3.669283,0.03245,67371008,F,F,,HS CAN,,110,F,F,50,A2,AF,2A,C2,13,49,E2,,
 145,3.704986,0.03570,67371008,F,F,,HS CAN,,110,F,F,4D,97,8D,DF,3A,63,B5,4,,
 146,3.730837,0.02585,67371008,F,F,,SW CAN,,240,F,F,45,34,53,34,,,,,,
 147,3.748790,0.01795,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,83,68,
 148,3.759754,0.01096,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,AB,23,3,
 149,3.817824,0.05807,67371008,F,F,,MS CAN,,123,F,F,23,23,23,B7,3A,,,,,
 150,3.818426,0.00060,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,EE,AD,
 151,3.835032,0.01661,67371008,F,F,,HS CAN,,110,F,F,71,7B,81,73,45,C9,7C,11,,
 152,3.849986,0.01495,67371008,F,F,,SW CAN,,240,F,F,45,34,53,FB,,,,,,
 153,3.877552,0.02757,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,10,23,0,
 154,3.878019,0.00047,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,2F,EE,
 155,3.885525,0.00751,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 156,3.895110,0.00959,67371008,F,F,,HS CAN,,110,F,F,37,18,A2,E8,19,6D,F0,58,,
 157,3.925341,0.03023,67371008,F,F,,MS CAN,,123,F,F,23,23,23,FB,71,,,,,
 158,3.980027,0.05469,67371008,F,F,,HS CAN,,110,F,F,1E,62,63,E9,EB,96,30,80,,
 159,3.989240,0.00921,67371008,F,F,,SW CAN,,240,F,F,45,34,53,68,,,,,,
 160,4.020662,0.03142,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,94,17,
 161,4.021005,0.00034,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,B,23,3,
 162,4.074934,0.05393,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,6B,2A,
 163,4.078707,0.00377,67371008,F,F,,MS CAN,,123,F,F,23,23,23,CC,53,,,,,
 164,4.081906,0.00320,67371008,F,F,,HS CAN,,123,F,F,23,12,0,0,0,,,,,
 165,4.104150,0.02224,67371008,F,F,,HS CAN,,110,F,F,49,FD,89,97,4D,BC,2E,48,,
 166,4.106438,0.00229,67371008,F,F,,SW CAN,,240,F,F,45,34,53,9E,,,,,,
 167,4.115280,0.00884,67371008,F,F,,J1850 VPW,,FF,40,60,3,
 168,4.122960,0.00768,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,DF,BF,
 169,4.157334,0.03437,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,E9,23,3,
 170,4.173886,0.01655,67371008,F,F,,HS CAN,,110,F,F,FE,34,A3,D6,AA,11,A7,36,,
 171,4.223539,0.04965,67371008,F,F,,MS CAN,,123,F,F,23,23,23,82,E7,,,,,
 172,4.227525,0.00399,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 173,4.235269,0.00774,67371008,F,F,,HS CAN,,110,F,F,47,2B,6A,1C,2A,4C,F0,13,,
 174,4.237629,0.00236,67371008,F,F,,SW CAN,,240,F,F,45,34,53,EA,,,,,,
 175,4.245282,0.00765,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,1F,23,0,
 176,4.247378,0.00210,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,54,2F,
 177,4.300419,0.05304,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,8B,4A,
 178,4.334027,0.03361,67371008,F,F,,MS CAN,,123,F,F,23,23,23,1C,F2,,,,,
 179,4.345691,0.01166,67371008,F,F,,HS CAN,,110,F,F,32,93,C6,1E,72,D5,3C,4A,,
 180,4.350776,0.00508,67371008,F,F,,SW CAN,,240,F,F,45,34,53,8A,,,,,,
 181,4.359019,0.00824,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,AF,23,3,
 182,4.362986,0.00397,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,F6,D8,
 183,4.407691,0.04471,67371008,F,F,,HS CAN,,110,F,F,E3,8F,65,48,A1,2,47,31,,
 184,4.461890,0.05420,67371008,F,F,,MS CAN,,123,F,F,23,23,23,78,3,,,,,
 185,4.485333,0.02344,67371008,F,F,,HS CAN,,110,F,F,F5,54,C1,56,B0,44,CC,D9,,
 186,4.492834,0.00750,67371008,F,F,,SW CAN,,240,F,F,45,34,53,70,,,,,,
 187,4.503378,0.01054,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,69,79,
 188,4.514178,0.01080,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,1A,23,3,
 189,4.527747,0.01357,67371008,F,F,,HS CAN,,110,F,F,5E,3,33,F7,97,1B,DA,69,,
 190,4.560413,0.03267,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,C5,84,
 191,4.561688,0.00128,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 192,4.578730,0.01704,67371008,F,F,,MS CAN,,123,F,F,23,23,23,47,3D,,,,,
 193,4.581886,0.00316,67371008,F,F,,HS CAN,,123,F,F,23,12,0,0,0,,,,,
 194,4.597013,0.01513,67371008,F,F,,HS CAN,,110,F,F,20,D8,80,3F,4F,EB,9C,26,,
 195,4.602061,0.00505,67371008,F,F,,SW CAN,,240,F,F,45,34,53,26,,,,,,
 196,4.623926,0.02187,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,3E,23,3,
 197,4.627386,0.00346,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,FE,DC,
 198,4.662086,0.03470,67371008,F,F,,HS CAN,,110,F,F,94,D0,50,6A,C1,7C,F6,B8,,
 199,4.700510,0.03842,67371008,F,F,,MS CAN,,123,F,F,23,23,23,4F,AA,,,,,
 200,4.715672,0.01516,67371008,F,F,,HS CAN,,110,F,F,27,38,DF,7,2E,F,D6,F1,,
 201,4.721125,0.00545,67371008,F,F,,SW CAN,,240,F,F,45,34,53,39,,,,,,
 202,4.727942,0.00682,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,C6,61,
 203,4.728888,0.00095,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,75,23,0,
 204,4.781906,0.05302,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,77,36,
 205,4.796718,0.01481,67371008,F,F,,HS CAN,,110,F,F,E9,B6,82,75,CD,9D,4D,D3,,
 206,4.850720,0.05400,67371008,F,F,,MS CAN,,123,F,F,23,23,23,B2,30,,,,,
 207,4.860688,0.00997,67371008,F,F,,HS CAN,,110,F,F,1B,1B,A,DE,28,E4,18,B6,,
 208,4.863016,0.00233,67371008,F,F,,SW CAN,,240,F,F,45,34,53,DF,,,,,,
 209,4.865917,0.00290,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,E2,23,0,
 210,4.872939,0.00702,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,40,BB,
 211,4.918472,0.04553,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 212,4.929794,0.01132,67371008,F,F,,HS CAN,,110,F,F,4F,57,8C,73,D8,4E,28,5C,,
 213,4.979827,0.05003,67371008,F,F,,MS CAN,,123,F,F,23,23,23,6E,C8,,,,,
 214,4.986707,0.00688,67371008,F,F,,HS CAN,,110,F,F,C0,71,82,17,70,C9,80,44,,
 215,4.990394,0.00369,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,2B,EA,
 216,4.991533,0.00114,67371008,F,F,,SW CAN,,240,F,F,45,34,53,AF,,,,,,
 217,4.993952,0.00242,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,56,23,3,
 218,4.998379,0.00443,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,F8,6C,
 219,5.060592,0.06221,67371008,F,F,,HS CAN,,110,F,F,3A,5D,7A,BF,84,23,73,35,,
 220,5.117736,0.05714,67371008,F,F,,MS CAN,,123,F,F,23,23,23,46,B9,,,,,
 221,5.123566,0.00583,67371008,F,F,,HS CAN,,123,F,F,23,12,0,0,0,,,,,
 222,5.141800,0.01823,67371008,F,F,,HS CAN,,110,F,F,59,BD,38,87,4E,9,19,DA,,
 223,5.150571,0.00877,67371008,F,F,,SW CAN,,240,F,F,45,34,53,B2,,,,,,
 224,5.156382,0.00581,67371008,F,F,,J1850 VPW,,FF,40,60,3,
 225,5.164062,0.00768,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,4,F4,
 226,5.164350,0.00029,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,8C,23,0,
 227,5.222942,0.05859,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,21,E0,
 228,5.233141,0.01020,67371008,F,F,,MS CAN,,123,F,F,23,23,23,AA,A6,,,,,
 229,5.239888,0.00675,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 230,5.259640,0.01975,67371008,F,F,,HS CAN,,110,F,F,5C,2B,1D,9B,D1,D,F5,D9,,
 231,5.272829,0.01319,67371008,F,F,,SW CAN,,240,F,F,45,34,53,1,,,,,,
 232,5.279672,0.00684,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,FE,D8,
 233,5.296275,0.01660,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,41,23,3,
 234,5.333606,0.03733,67371008,F,F,,HS CAN,,110,F,F,DA,86,4C,11,2E,7E,C8,AC,,
 235,5.346422,0.01282,67371008,F,F,,MS CAN,,123,F,F,23,23,23,64,1,,,,,
 236,5.388605,0.04218,67371008,F,F,,HS CAN,,110,F,F,11,9E,6E,8A,C3,DA,FA,5A,,
 237,5.410734,0.02213,67371008,F,F,,SW CAN,,240,F,F,45,34,53,2F,,,,,,
 238,5.425389,0.01465,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,48,EC,
 239,5.429026,0.00364,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,64,23,3,
 240,5.462949,0.03392,67371008,F,F,,MS CAN,,123,F,F,23,23,23,7C,D,,,,,
 241,5.466590,0.00364,67371008,F,F,,HS CAN,,110,F,F,C3,90,C7,FD,BC,8A,73,6F,,
 242,5.485906,0.01932,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,1B,DA,
 243,5.523970,0.03806,67371008,F,F,,HS CAN,,110,F,F,42,A7,4B,95,C,D6,5A,D8,,
 244,5.528690,0.00472,67371008,F,F,,SW CAN,,240,F,F,45,34,53,2F,,,,,,
 245,5.531850,0.00316,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,CD,23,0,
 246,5.538947,0.00710,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,E8,F5,
 247,5.539675,0.00073,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 248,5.590478,0.05080,67371008,F,F,,MS CAN,,123,F,F,23,23,23,3E,30,,,,,
 249,5.600483,0.01000,67371008,F,F,,HS CAN,,110,F,F,FB,65,B6,4C,5C,64,99,43,,
 250,5.626461,0.02598,67371008,F,F,,HS CAN,,123,F,F,23,12,0,0,0,,,,,
 251,5.633672,0.00721,67371008,F,F,,SW CAN,,240,F,F,45,34,53,D8,,,,,,
 252,5.648414,0.01474,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,14,5A,
 253,5.651354,0.00294,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,A,23,0,
 254,5.679152,0.02780,67371008,F,F,,MS CAN,,123,F,F,23,23,23,3A,F8,,,,,
 255,5.687245,0.00809,67371008,F,F,,HS CAN,,110,F,F,FB,A4,49,6F,F1,FB,D5,4C,,
 256,5.704939,0.01769,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,CF,8E,
 257,5.757309,0.05237,67371008,F,F,,HS CAN,,110,F,F,F,C7,4C,9E,38,26,E0,16,,
 258,5.762730,0.00542,67371008,F,F,,SW CAN,,240,F,F,45,34,53,71,,,,,,
 259,5.772334,0.00960,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,66,23,0,
 260,5.774470,0.00214,67371008,F,F,,J1850 VPW,,FF,32,43,42,33,DE,C8,
 261,5.788490,0.01402,67371008,F,F,,MS CAN,,123,F,F,23,23,23,AC,EB,,,,,
 262,5.849749,0.06126,67371008,F,F,,HS CAN,,110,F,F,A8,ED,DE,39,4E,96,59,A9,,
 263,5.892664,0.04292,67371008,F,F,,MS CAN,,123,F,F,23,23,23,FD,56,,,,,
 264,5.903424,0.01076,67371008,F,F,,MS CAN,,110,F,F,12,1,,,,,,,,
 265,5.906606,0.00318,67371008,F,F,,HS CAN,,110,F,F,5C,CF,D4,D0,2D,D8,86,99,,
 266,5.913021,0.00641,67371008,F,F,,SW CAN,,240,F,F,45,34,53,7E,,,,,,
 267,5.916906,0.00388,67371008,F,F,,ISO9141/KW2K,,23,32,23,44,3,9E,5D,
 268,5.920334,0.00343,67371008,F,F,,J1850 PWM,,4,F1,F2,23,43,3,A7,23,0,
